village_code,village_name,subdistrict,latitude,longitude,geo_area_ha,pct_non_agri_builtup,pct_barren_uncultivable,total_population,population_density_per_ha,road_connectivity_score,healthcare_access_score,drainage_quality_score,tapwater_treated,tubewell_borehole,nearest_town_dist_km,district_hq_dist_km,flood_hazard_score_FROM_MODEL1,landslide_susceptibility_score_FROM_MODEL4,buildable_area_ha_EXTERNAL_TOFILL,water_supply_capacity_lpd_EXTERNAL_TOFILL,protected_forest_wetland_overlap_EXTERNAL_TOFILL,land_ownership_status_EXTERNAL_TOFILL,land_acquisition_feasibility_EXTERNAL_TOFILL,employment_market_access_EXTERNAL_TOFILL,site_suitability_score_TARGET,estimated_carrying_capacity_TARGET,accessibility_score,final_suitability
519701,Vejpur,Desar,22.742463,73.36421,2792.0,6.84,0.11,3511.0,1.258,2,1,2,0.0,1.0,24.0,57.0,0.371,0.602,977.2,298435.0,0,Private / Mixed,Medium,Moderate,0.78,43974,0.04149377593360996,7.62216
519693,Waghpura,Desar,22.760329,73.26441,86.0,1.15,41.38,208.0,2.419,2,0,1,0.0,1.0,30.0,60.0,0.52,0.561,30.1,17680.0,0,Government Revenue Land,High,Moderate,0.574,1354,0.03322259136212624,0.172774
519694,Tansiya,Desar,22.750929,73.274869,154.0,3.85,3.85,917.0,5.955,2,0,0,0.0,1.0,27.0,57.0,0.472,0.552,53.9,77945.0,0,Private / Mixed,Medium,Moderate,0.624,2425,0.03690036900369004,0.336336
519699,Desar,Desar,22.724372,73.31478,1710.0,17.83,0.76,6396.0,3.74,2,1,2,0.0,1.0,22.0,60.0,0.484,0.573,598.5,543660.0,0,Private / Mixed,Medium,Moderate,0.745,26932,0.04524886877828054,4.458825
519695,Himmatpura,Desar,22.742906,73.278312,268.0,1.49,23.51,1095.0,4.086,2,0,0,0.0,1.0,25.0,55.0,0.417,0.571,93.8,93075.0,0,Government Revenue Land,High,Moderate,0.693,4221,0.0398406374501992,0.650034
519696,Dungripura I,Desar,22.739024,73.271448,179.0,4.3,24.73,1110.0,6.201,2,0,0,0.0,1.0,25.0,54.0,0.487,0.562,62.6,94350.0,0,Government Revenue Land,High,Moderate,0.629,2817,0.0398406374501992,0.393754
519700,Valavav,Desar,22.723502,73.331573,492.0,12.6,0.81,904.0,1.837,3,1,1,0.0,1.0,19.0,55.0,0.55,0.603,172.2,76840.0,0,Private / Mixed,Medium,Moderate,0.867,7748,0.05235602094240837,1.4929739999999998
519697,Intvad,Desar,22.7274,73.271766,817.0,2.57,41.86,1693.0,2.072,2,1,0,0.0,1.0,25.0,60.0,0.466,0.569,286.0,143905.0,0,Government Revenue Land,High,Moderate,0.752,12870,0.0398406374501992,2.15072
519702,Jesar Gopari,Desar,22.707522,73.377173,457.0,4.16,5.91,1881.0,4.116,2,1,1,0.0,1.0,32.0,65.0,0.554,0.582,160.0,159885.0,0,Private / Mixed,Medium,Moderate,0.719,7200,0.03115264797507788,1.1503999999999999
519704,Kadachhala,Desar,22.70282,73.329977,647.0,5.67,6.29,1724.0,2.665,3,0,0,0.0,1.0,17.0,55.0,0.515,0.592,226.4,146540.0,0,Private / Mixed,Medium,Moderate,0.881,10188,0.05847953216374269,1.9945840000000001
519703,Vaktapura,Desar,22.698117,73.353822,389.0,2.06,38.56,1184.0,3.044,2,1,1,0.0,1.0,21.0,62.0,0.57,0.562,136.1,100640.0,0,Government Revenue Land,High,Moderate,0.698,6124,0.04739336492890995,0.9499779999999999
519705,Manekla,Desar,22.704202,73.274686,137.0,3.68,17.65,572.0,4.175,2,0,0,0.0,1.0,22.0,77.0,0.485,0.571,47.9,48620.0,0,Government Revenue Land,High,Moderate,0.608,2155,0.04524886877828054,0.291232
519706,Moti Varnoli,Desar,22.692163,73.274425,158.0,6.33,8.86,1388.0,8.785,2,1,0,0.0,1.0,22.0,60.0,0.523,0.592,55.3,117980.0,0,Private / Mixed,Medium,Moderate,0.602,2488,0.04524886877828054,0.332906
519712,Pipalchhat Vanto,Desar,22.694689,73.38464,85.0,2.35,22.35,310.0,3.647,2,0,1,0.0,0.0,17.0,60.0,0.517,0.584,29.7,26350.0,0,Government Revenue Land,High,Moderate,0.571,1336,0.05847953216374269,0.16958699999999996
519707,Nani Varnoli,Desar,22.691971,73.291851,248.0,1.61,62.1,263.0,1.06,2,0,0,0.0,1.0,25.0,61.0,0.498,0.6,86.8,22355.0,0,Government Revenue Land,High,Moderate,0.651,3906,0.0398406374501992,0.565068
519711,Dolatpura,Desar,22.692905,73.367228,135.0,4.44,14.81,484.0,3.585,2,0,1,0.0,0.0,17.0,71.0,0.532,0.583,47.2,41140.0,0,Private / Mixed,Medium,Moderate,0.589,2124,0.05847953216374269,0.278008
519713,Rampuri Narpuri,Desar,22.6889,73.381596,80.0,2.5,17.5,508.0,6.35,2,0,1,0.0,0.0,17.0,65.0,0.484,0.572,28.0,43180.0,0,Government Revenue Land,High,Moderate,0.582,1260,0.05847953216374269,0.16296
519708,Chhalier,Desar,22.690042,73.310529,815.0,0.61,11.17,4027.0,4.941,2,1,0,0.0,1.0,22.0,57.0,0.549,0.582,285.2,342295.0,0,Private / Mixed,Medium,Moderate,0.721,12834,0.04524886877828054,2.056292
519710,Ghemalpura,Desar,22.688546,73.3522,116.0,8.62,8.62,404.0,3.483,2,0,0,0.0,1.0,23.0,78.0,0.527,0.563,40.6,34340.0,0,Private / Mixed,Medium,Moderate,0.585,1827,0.04329004329004329,0.23750999999999997
519709,Vankaneda,Desar,22.689375,73.342643,223.0,8.07,8.07,1543.0,6.919,3,0,1,0.0,1.0,20.0,77.0,0.523,0.572,78.0,131155.0,0,Private / Mixed,Medium,Moderate,0.785,3510,0.04975124378109452,0.6123000000000001
519718,Rajpur,Desar,22.681284,73.285408,355.0,5.28,53.73,578.0,1.628,2,0,0,0.0,1.0,19.0,52.0,0.445,0.57,124.2,49130.0,0,Government Revenue Land,High,Moderate,0.724,5589,0.05235602094240837,0.899208
519726,Pipalchhat,Desar,22.683959,73.394569,115.0,3.51,5.26,738.0,6.417,2,0,1,0.0,0.0,25.0,62.0,0.495,0.602,40.2,62730.0,0,Private / Mixed,Medium,Moderate,0.59,1809,0.0398406374501992,0.23718
519714,Vadiya Pandu,Desar,22.681779,73.372321,146.0,7.53,42.47,226.0,1.548,2,0,0,0.0,1.0,14.0,58.0,0.53,0.594,51.1,19210.0,0,Government Revenue Land,High,High,0.594,2299,0.07092198581560284,0.303534
519715,Rajupura,Desar,22.678101,73.357688,215.0,3.7,20.83,988.0,4.595,2,1,1,0.0,0.0,15.0,70.0,0.568,0.577,75.2,83980.0,0,Government Revenue Land,High,Moderate,0.615,3384,0.06622516556291391,0.46248
519716,Limdanu Muvadu,Desar,22.675546,73.343148,100.0,4.0,6.0,260.0,2.6,3,0,0,0.0,1.0,23.0,80.0,0.579,0.572,35.0,22100.0,0,Private / Mixed,Medium,Moderate,0.708,1575,0.04329004329004329,0.24779999999999996
519725,Pandu,Desar,22.67458,73.381692,239.0,17.57,10.46,1911.0,7.996,2,1,1,0.0,1.0,10.0,56.0,0.57,0.583,83.6,162435.0,0,Private / Mixed,Medium,High,0.625,3761,0.09900990099009901,0.5225
519727,Sanpiya,Desar,22.676801,73.404608,148.0,2.04,1.36,814.0,5.5,2,0,1,0.0,0.0,17.0,60.0,0.566,0.603,51.8,69190.0,0,Private / Mixed,Medium,Moderate,0.581,2331,0.05847953216374269,0.30095799999999995
519719,Pratappura,Desar,22.67092,73.295452,197.0,4.06,35.03,1904.0,9.665,2,0,0,0.0,1.0,17.0,50.0,0.468,0.603,68.9,161840.0,0,Government Revenue Land,High,Moderate,0.638,3100,0.05847953216374269,0.43958200000000003
519698,Nani Varnoli Vanto,Desar,22.711908,73.279058,103.0,3.85,5.77,390.0,3.786,2,0,0,0.0,1.0,22.0,67.0,0.51,0.55,36.0,33150.0,0,Private / Mixed,Medium,Moderate,0.587,1620,0.04524886877828054,0.21131999999999998
519717,Kalyan Patelnu Muvadu,Desar,22.67911,73.317626,211.0,0.94,14.15,218.0,1.033,2,0,1,0.0,0.0,30.0,60.0,0.543,0.582,73.2,18530.0,0,Private / Mixed,Medium,Moderate,0.62,3294,0.03322259136212624,0.45384
519776,Singaniya,Savli,22.515372,73.408679,215.0,6.98,3.26,302.0,1.405,2,0,1,0.0,1.0,7.0,37.0,0.511,0.593,75.2,25670.0,0,Private / Mixed,Medium,High,0.632,3384,0.14084507042253522,0.475264
519775,Khakhariya,Savli,22.541527,73.404569,694.0,9.22,0.58,2023.0,2.915,3,1,1,0.0,1.0,10.0,40.0,0.386,0.56,242.9,171955.0,0,Private / Mixed,Medium,High,0.931,10930,0.09900990099009901,2.261399
519929,Rajpura,Vaghodia,22.49415,73.408481,442.0,32.77,2.52,2277.0,5.152,2,1,1,0.0,0.0,12.0,34.0,0.488,0.593,154.7,193545.0,0,Private / Mixed,Medium,High,0.74,6961,0.08264462809917356,1.14478
519930,Sarnej,Vaghodia,22.479316,73.412146,635.0,18.9,2.68,2297.0,3.617,2,0,1,0.0,0.0,10.0,34.0,0.463,0.614,222.2,195245.0,0,Private / Mixed,Medium,High,0.746,9999,0.09900990099009901,1.657612
519932,Hansapura,Vaghodia,22.464653,73.405246,174.0,22.29,8.0,1216.0,6.989,3,0,1,0.0,1.0,12.0,32.0,0.576,0.572,60.9,103360.0,0,Private / Mixed,Medium,High,0.744,2740,0.08264462809917356,0.45309599999999994
519931,Khandiwada,Vaghodia,22.45873,73.420955,225.0,5.78,20.89,1033.0,4.591,2,1,1,0.0,1.0,8.0,34.0,0.501,0.573,78.8,87805.0,0,Government Revenue Land,High,High,0.644,3546,0.1234567901234568,0.507472
519729,Kaslapura,Desar,22.661765,73.412087,287.0,0.99,4.97,758.0,2.641,2,0,1,0.0,0.0,23.0,63.0,0.494,0.593,100.4,64430.0,0,Private / Mixed,Medium,Moderate,0.672,4518,0.04329004329004329,0.6746880000000001
519689,Tulsigam,Desar,22.772278,73.398801,1399.0,9.57,0.21,1546.0,1.105,2,0,1,0.0,1.0,20.0,72.0,0.396,0.614,489.6,131410.0,0,Private / Mixed,Medium,Moderate,0.769,22032,0.04975124378109452,3.7650240000000004
519690,Vachchhesar,Desar,22.764564,73.401582,551.0,8.36,0.18,2695.0,4.891,2,1,1,0.0,1.0,25.0,68.0,0.353,0.603,192.8,229075.0,0,Private / Mixed,Medium,Moderate,0.786,8676,0.0398406374501992,1.515408
519728,Mokampura,Desar,22.670578,73.41003,142.0,1.97,3.29,795.0,5.599,2,0,1,0.0,0.0,25.0,64.0,0.518,0.593,49.7,67575.0,0,Private / Mixed,Medium,Moderate,0.596,2236,0.0398406374501992,0.29621200000000003
